idx,t_rel_s,delta_ms,len,version,payload_prefix
1,7.293516362,NaN,30,v5,88000000ffffffffffffa8dd9f4dc5b5
2,7.304413437,10.897075,30,v5,88000000ffffffffffffa8dd9f4dc5b5
3,7.314596385,10.182948,30,v5,88000000ffffffffffffa8dd9f4dc5b5
4,7.325706181,11.109796,30,v5,88000000ffffffffffffa8dd9f4dc5b5
5,7.335919724,10.213543,30,v5,88000000ffffffffffffa8dd9f4dc5b5
6,7.348967040,13.047316,30,v5,88000000ffffffffffffa8dd9f4dc5b5
7,7.357566174,8.599134,30,v5,88000000ffffffffffffa8dd9f4dc5b5
8,7.370216050,12.649876,30,v5,88000000ffffffffffffa8dd9f4dc5b5
9,7.380453030,10.236980,30,v5,88000000ffffffffffffa8dd9f4dc5b5
10,7.390322024,9.868994,30,v5,88000000ffffffffffffa8dd9f4dc5b5
11,7.399973228,9.651204,30,v5,88000000ffffffffffffa8dd9f4dc5b5
12,7.412850699,12.877471,30,v5,88000000ffffffffffffa8dd9f4dc5b5
13,7.422399774,9.549075,30,v5,88000000ffffffffffffa8dd9f4dc5b5
14,7.433428548,11.028774,30,v5,88000000ffffffffffffa8dd9f4dc5b5
15,7.445551669,12.123121,30,v5,88000000ffffffffffffa8dd9f4dc5b5
16,7.454770312,9.218643,30,v5,88000000ffffffffffffa8dd9f4dc5b5
17,7.464934833,10.164521,30,v5,88000000ffffffffffffa8dd9f4dc5b5
18,7.476340838,11.406005,30,v5,88000000ffffffffffffa8dd9f4dc5b5
19,7.486337346,9.996508,30,v5,88000000ffffffffffffa8dd9f4dc5b5
20,7.497706102,11.368756,30,v5,88000000ffffffffffffa8dd9f4dc5b5
21,7.507887655,10.181553,30,v5,88000000ffffffffffffa8dd9f4dc5b5
22,7.518705504,10.817849,30,v5,88000000ffffffffffffa8dd9f4dc5b5
23,7.529156327,10.450823,30,v5,88000000ffffffffffffa8dd9f4dc5b5
24,7.541854919,12.698592,30,v5,88000000ffffffffffffa8dd9f4dc5b5
25,7.551449722,9.594803,30,v5,88000000ffffffffffffa8dd9f4dc5b5
26,7.562567186,11.117464,30,v5,88000000ffffffffffffa8dd9f4dc5b5
27,7.572677603,10.110417,30,v5,88000000ffffffffffffa8dd9f4dc5b5
28,7.583987561,11.309958,30,v5,88000000ffffffffffffa8dd9f4dc5b5
