idx,t_rel_s,delta_ms,len,version,payload_prefix
1,0.007202949,NaN,30,v2,88000000ffffffffffffa8dd9f4dc5b5
2,0.017743091,10.540142,30,v2,88000000ffffffffffffa8dd9f4dc5b5
3,0.027796380,10.053289,30,v2,88000000ffffffffffffa8dd9f4dc5b5
4,0.037004925,9.208545,30,v2,88000000ffffffffffffa8dd9f4dc5b5
5,0.048053282,11.048357,30,v2,88000000ffffffffffffa8dd9f4dc5b5
6,0.055535130,7.481848,30,v2,88000000ffffffffffffa8dd9f4dc5b5
7,0.066593092,11.057962,30,v2,88000000ffffffffffffa8dd9f4dc5b5
8,0.076096707,9.503615,30,v2,88000000ffffffffffffa8dd9f4dc5b5
9,0.085739609,9.642902,30,v2,88000000ffffffffffffa8dd9f4dc5b5
10,0.097960222,12.220613,30,v2,88000000ffffffffffffa8dd9f4dc5b5
11,0.107990052,10.029830,30,v2,88000000ffffffffffffa8dd9f4dc5b5
12,0.116898265,8.908213,30,v2,88000000ffffffffffffa8dd9f4dc5b5
13,0.126600805,9.702540,30,v2,88000000ffffffffffffa8dd9f4dc5b5
14,0.137818778,11.217973,30,v2,88000000ffffffffffffa8dd9f4dc5b5
15,0.147883438,10.064660,30,v2,88000000ffffffffffffa8dd9f4dc5b5
16,0.158926223,11.042785,30,v2,88000000ffffffffffffa8dd9f4dc5b5
17,0.168408890,9.482667,30,v2,88000000ffffffffffffa8dd9f4dc5b5
18,0.179290204,10.881314,30,v2,88000000ffffffffffffa8dd9f4dc5b5
19,0.187465506,8.175302,30,v2,88000000ffffffffffffa8dd9f4dc5b5
20,0.198377625,10.912119,30,v2,88000000ffffffffffffa8dd9f4dc5b5
21,0.209137125,10.759500,30,v2,88000000ffffffffffffa8dd9f4dc5b5
22,0.217813008,8.675883,30,v2,88000000ffffffffffffa8dd9f4dc5b5
23,0.228284762,10.471754,30,v2,88000000ffffffffffffa8dd9f4dc5b5
24,0.238104685,9.819923,30,v2,88000000ffffffffffffa8dd9f4dc5b5
25,0.248476979,10.372294,30,v2,88000000ffffffffffffa8dd9f4dc5b5
26,0.258602161,10.125182,30,v2,88000000ffffffffffffa8dd9f4dc5b5
27,0.269866735,11.264574,30,v2,88000000ffffffffffffa8dd9f4dc5b5
28,0.279945977,10.079242,30,v2,88000000ffffffffffffa8dd9f4dc5b5
29,0.289345622,9.399645,30,v2,88000000ffffffffffffa8dd9f4dc5b5
30,0.299472277,10.126655,30,v2,88000000ffffffffffffa8dd9f4dc5b5
31,0.309556735,10.084458,30,v2,88000000ffffffffffffa8dd9f4dc5b5
32,0.319428003,9.871268,30,v2,88000000ffffffffffffa8dd9f4dc5b5
33,0.329801239,10.373236,30,v2,88000000ffffffffffffa8dd9f4dc5b5
34,0.339667038,9.865799,30,v2,88000000ffffffffffffa8dd9f4dc5b5
35,0.350069271,10.402233,30,v2,88000000ffffffffffffa8dd9f4dc5b5
36,0.360105951,10.036680,30,v2,88000000ffffffffffffa8dd9f4dc5b5
37,0.370645074,10.539123,30,v2,88000000ffffffffffffa8dd9f4dc5b5
38,5.274993658,4904.348584,30,v2,88000000ffffffffffffa8dd9f4dc5b5
39,5.284881772,9.888114,30,v2,88000000ffffffffffffa8dd9f4dc5b5
40,5.296005443,11.123671,30,v2,88000000ffffffffffffa8dd9f4dc5b5
41,5.306011802,10.006359,30,v2,88000000ffffffffffffa8dd9f4dc5b5
42,5.317762573,11.750771,30,v2,88000000ffffffffffffa8dd9f4dc5b5
43,5.327293147,9.530574,30,v2,88000000ffffffffffffa8dd9f4dc5b5
44,5.339503645,12.210498,30,v2,88000000ffffffffffffa8dd9f4dc5b5
45,5.349733408,10.229763,30,v2,88000000ffffffffffffa8dd9f4dc5b5
