idx,t_rel_s,delta_ms,len,version,payload_prefix
1,5.678430653,NaN,30,v6,88000000ffffffffffffa8dd9f4dc5b5
2,5.689809889,11.379236,30,v6,88000000ffffffffffffa8dd9f4dc5b5
3,5.699804068,9.994179,30,v6,88000000ffffffffffffa8dd9f4dc5b5
4,5.711230045,11.425977,30,v6,88000000ffffffffffffa8dd9f4dc5b5
5,5.721114791,9.884746,30,v6,88000000ffffffffffffa8dd9f4dc5b5
6,5.732412269,11.297478,30,v6,88000000ffffffffffffa8dd9f4dc5b5
7,5.742483975,10.071706,30,v6,88000000ffffffffffffa8dd9f4dc5b5
8,5.753084269,10.600294,30,v6,88000000ffffffffffffa8dd9f4dc5b5
9,5.765146665,12.062396,30,v6,88000000ffffffffffffa8dd9f4dc5b5
10,5.776135110,10.988445,30,v6,88000000ffffffffffffa8dd9f4dc5b5
11,5.786134432,9.999322,30,v6,88000000ffffffffffffa8dd9f4dc5b5
12,5.797392886,11.258454,30,v6,88000000ffffffffffffa8dd9f4dc5b5
13,5.807627662,10.234776,30,v6,88000000ffffffffffffa8dd9f4dc5b5
14,5.818726517,11.098855,30,v6,88000000ffffffffffffa8dd9f4dc5b5
15,5.829029074,10.302557,30,v6,88000000ffffffffffffa8dd9f4dc5b5
16,5.839204926,10.175852,30,v6,88000000ffffffffffffa8dd9f4dc5b5
17,5.850327098,11.122172,30,v6,88000000ffffffffffffa8dd9f4dc5b5
18,5.860490838,10.163740,30,v6,88000000ffffffffffffa8dd9f4dc5b5
19,5.871565551,11.074713,30,v6,88000000ffffffffffffa8dd9f4dc5b5
20,5.883813799,12.248248,30,v6,88000000ffffffffffffa8dd9f4dc5b5
21,5.894167697,10.353898,30,v6,88000000ffffffffffffa8dd9f4dc5b5
22,5.904195881,10.028184,30,v6,88000000ffffffffffffa8dd9f4dc5b5
23,5.915354113,11.158232,30,v6,88000000ffffffffffffa8dd9f4dc5b5
24,5.926520924,11.166811,30,v6,88000000ffffffffffffa8dd9f4dc5b5
25,5.936570567,10.049643,30,v6,88000000ffffffffffffa8dd9f4dc5b5
26,5.947804631,11.234064,30,v6,88000000ffffffffffffa8dd9f4dc5b5
27,5.958371896,10.567265,30,v6,88000000ffffffffffffa8dd9f4dc5b5
28,5.969129702,10.757806,30,v6,88000000ffffffffffffa8dd9f4dc5b5
29,5.979321665,10.191963,30,v6,88000000ffffffffffffa8dd9f4dc5b5
30,5.990732368,11.410703,30,v6,88000000ffffffffffffa8dd9f4dc5b5
31,6.000628830,9.896462,30,v6,88000000ffffffffffffa8dd9f4dc5b5
32,6.010873904,10.245074,30,v6,88000000ffffffffffffa8dd9f4dc5b5
33,6.022106619,11.232715,30,v6,88000000ffffffffffffa8dd9f4dc5b5
34,6.034237422,12.130803,30,v6,88000000ffffffffffffa8dd9f4dc5b5
35,6.044393833,10.156411,30,v6,88000000ffffffffffffa8dd9f4dc5b5
36,6.055560272,11.166439,30,v6,88000000ffffffffffffa8dd9f4dc5b5
37,6.065852352,10.292080,30,v6,88000000ffffffffffffa8dd9f4dc5b5
38,6.076803394,10.951042,30,v6,88000000ffffffffffffa8dd9f4dc5b5
39,6.086981083,10.177689,30,v6,88000000ffffffffffffa8dd9f4dc5b5
40,6.098199854,11.218771,30,v6,88000000ffffffffffffa8dd9f4dc5b5
41,6.108374040,10.174186,30,v6,88000000ffffffffffffa8dd9f4dc5b5
42,6.119496873,11.122833,30,v6,88000000ffffffffffffa8dd9f4dc5b5
43,6.129798561,10.301688,30,v6,88000000ffffffffffffa8dd9f4dc5b5
44,6.141064283,11.265722,30,v6,88000000ffffffffffffa8dd9f4dc5b5
45,6.151195564,10.131281,30,v6,88000000ffffffffffffa8dd9f4dc5b5
46,6.162361747,11.166183,30,v6,88000000ffffffffffffa8dd9f4dc5b5
47,6.173327120,10.965373,30,v6,88000000ffffffffffffa8dd9f4dc5b5
48,6.184489215,11.162095,30,v6,88000000ffffffffffffa8dd9f4dc5b5
49,6.194690380,10.201165,30,v6,88000000ffffffffffffa8dd9f4dc5b5
50,6.205998834,11.308454,30,v6,88000000ffffffffffffa8dd9f4dc5b5
51,6.217049254,11.050420,30,v6,88000000ffffffffffffa8dd9f4dc5b5
52,6.228187983,11.138729,30,v6,88000000ffffffffffffa8dd9f4dc5b5
53,6.238416629,10.228646,30,v6,88000000ffffffffffffa8dd9f4dc5b5
54,6.249504162,11.087533,30,v6,88000000ffffffffffffa8dd9f4dc5b5
55,6.259619583,10.115421,30,v6,88000000ffffffffffffa8dd9f4dc5b5
56,6.270841303,11.221720,30,v6,88000000ffffffffffffa8dd9f4dc5b5
57,6.281045748,10.204445,30,v6,88000000ffffffffffffa8dd9f4dc5b5
58,6.292146932,11.101184,30,v6,88000000ffffffffffffa8dd9f4dc5b5
59,6.303410154,11.263222,30,v6,88000000ffffffffffffa8dd9f4dc5b5
60,6.314610760,11.200606,30,v6,88000000ffffffffffffa8dd9f4dc5b5
61,6.324759814,10.149054,30,v6,88000000ffffffffffffa8dd9f4dc5b5
62,6.336097118,11.337304,30,v6,88000000ffffffffffffa8dd9f4dc5b5
63,6.346288403,10.191285,30,v6,88000000ffffffffffffa8dd9f4dc5b5
64,6.357115919,10.827516,30,v6,88000000ffffffffffffa8dd9f4dc5b5
65,6.367419907,10.303988,30,v6,88000000ffffffffffffa8dd9f4dc5b5
66,6.378522859,11.102952,30,v6,88000000ffffffffffffa8dd9f4dc5b5
67,6.388619483,10.096624,30,v6,88000000ffffffffffffa8dd9f4dc5b5
68,6.399063498,10.444015,30,v6,88000000ffffffffffffa8dd9f4dc5b5
69,6.410112699,11.049201,30,v6,88000000ffffffffffffa8dd9f4dc5b5
70,6.422301422,12.188723,30,v6,88000000ffffffffffffa8dd9f4dc5b5
71,6.432382889,10.081467,30,v6,88000000ffffffffffffa8dd9f4dc5b5
72,6.443641044,11.258155,30,v6,88000000ffffffffffffa8dd9f4dc5b5
73,6.454034767,10.393723,30,v6,88000000ffffffffffffa8dd9f4dc5b5
74,6.465121039,11.086272,30,v6,88000000ffffffffffffa8dd9f4dc5b5
75,6.475063964,9.942925,30,v6,88000000ffffffffffffa8dd9f4dc5b5
76,6.486226869,11.162905,30,v6,88000000ffffffffffffa8dd9f4dc5b5
77,6.496430631,10.203762,30,v6,88000000ffffffffffffa8dd9f4dc5b5
78,6.506544760,10.114129,30,v6,88000000ffffffffffffa8dd9f4dc5b5
79,6.517844645,11.299885,30,v6,88000000ffffffffffffa8dd9f4dc5b5
80,6.528936606,11.091961,30,v6,88000000ffffffffffffa8dd9f4dc5b5
81,6.540170652,11.234046,30,v6,88000000ffffffffffffa8dd9f4dc5b5
82,6.551272023,11.101371,30,v6,88000000ffffffffffffa8dd9f4dc5b5
83,6.561475333,10.203310,30,v6,88000000ffffffffffffa8dd9f4dc5b5
84,6.571669233,10.193900,30,v6,88000000ffffffffffffa8dd9f4dc5b5
85,6.582619909,10.950676,30,v6,88000000ffffffffffffa8dd9f4dc5b5
86,6.593860354,11.240445,30,v6,88000000ffffffffffffa8dd9f4dc5b5
87,6.604253593,10.393239,30,v6,88000000ffffffffffffa8dd9f4dc5b5
88,6.615240885,10.987292,30,v6,88000000ffffffffffffa8dd9f4dc5b5
89,6.625366907,10.126022,30,v6,88000000ffffffffffffa8dd9f4dc5b5
90,6.635745250,10.378343,30,v6,88000000ffffffffffffa8dd9f4dc5b5
91,6.646956049,11.210799,30,v6,88000000ffffffffffffa8dd9f4dc5b5
92,6.659098843,12.142794,30,v6,88000000ffffffffffffa8dd9f4dc5b5
93,6.668900806,9.801963,30,v6,88000000ffffffffffffa8dd9f4dc5b5
94,6.680280073,11.379267,30,v6,88000000ffffffffffffa8dd9f4dc5b5
95,6.690387110,10.107037,30,v6,88000000ffffffffffffa8dd9f4dc5b5
96,6.700587686,10.200576,30,v6,88000000ffffffffffffa8dd9f4dc5b5
97,6.711708594,11.120908,30,v6,88000000ffffffffffffa8dd9f4dc5b5
98,6.722208061,10.499467,30,v6,88000000ffffffffffffa8dd9f4dc5b5
99,6.733310802,11.102741,30,v6,88000000ffffffffffffa8dd9f4dc5b5
100,6.743223571,9.912769,30,v6,88000000ffffffffffffa8dd9f4dc5b5
101,7.095769268,352.545697,30,v6,88000000ffffffffffffa8dd9f4dc5b5
102,7.106208946,10.439678,30,v6,88000000ffffffffffffa8dd9f4dc5b5
103,7.116155166,9.946220,30,v6,88000000ffffffffffffa8dd9f4dc5b5
104,7.127451240,11.296074,30,v6,88000000ffffffffffffa8dd9f4dc5b5
105,7.139530318,12.079078,30,v6,88000000ffffffffffffa8dd9f4dc5b5
106,7.149905753,10.375435,30,v6,88000000ffffffffffffa8dd9f4dc5b5
107,7.160226862,10.321109,30,v6,88000000ffffffffffffa8dd9f4dc5b5
108,7.170981062,10.754200,30,v6,88000000ffffffffffffa8dd9f4dc5b5
109,7.181103954,10.122892,30,v6,88000000ffffffffffffa8dd9f4dc5b5
110,7.192482698,11.378744,30,v6,88000000ffffffffffffa8dd9f4dc5b5
111,7.202479717,9.997019,30,v6,88000000ffffffffffffa8dd9f4dc5b5
112,7.212800933,10.321216,30,v6,88000000ffffffffffffa8dd9f4dc5b5
113,7.223923317,11.122384,30,v6,88000000ffffffffffffa8dd9f4dc5b5
114,7.234437177,10.513860,30,v6,88000000ffffffffffffa8dd9f4dc5b5
115,7.246207681,11.770504,30,v6,88000000ffffffffffffa8dd9f4dc5b5
116,7.256461004,10.253323,30,v6,88000000ffffffffffffa8dd9f4dc5b5
117,7.266758683,10.297679,30,v6,88000000ffffffffffffa8dd9f4dc5b5
118,7.277661692,10.903009,30,v6,88000000ffffffffffffa8dd9f4dc5b5
119,7.289062885,11.401193,30,v6,88000000ffffffffffffa8dd9f4dc5b5
120,7.298974937,9.912052,30,v6,88000000ffffffffffffa8dd9f4dc5b5
121,7.309237454,10.262517,30,v6,88000000ffffffffffffa8dd9f4dc5b5
122,7.320394860,11.157406,30,v6,88000000ffffffffffffa8dd9f4dc5b5
123,7.330681405,10.286545,30,v6,88000000ffffffffffffa8dd9f4dc5b5
124,7.341604382,10.922977,30,v6,88000000ffffffffffffa8dd9f4dc5b5
125,7.352880234,11.275852,30,v6,88000000ffffffffffffa8dd9f4dc5b5
126,7.363045569,10.165335,30,v6,88000000ffffffffffffa8dd9f4dc5b5
127,7.374067790,11.022221,30,v6,88000000ffffffffffffa8dd9f4dc5b5
128,7.384222611,10.154821,30,v6,88000000ffffffffffffa8dd9f4dc5b5
129,7.394387599,10.164988,30,v6,88000000ffffffffffffa8dd9f4dc5b5
130,7.405794766,11.407167,30,v6,88000000ffffffffffffa8dd9f4dc5b5
131,7.415825532,10.030766,30,v6,88000000ffffffffffffa8dd9f4dc5b5
132,7.425936754,10.111222,30,v6,88000000ffffffffffffa8dd9f4dc5b5
133,7.437090015,11.153261,30,v6,88000000ffffffffffffa8dd9f4dc5b5
134,7.447324500,10.234485,30,v6,88000000ffffffffffffa8dd9f4dc5b5
135,7.458660958,11.336458,30,v6,88000000ffffffffffffa8dd9f4dc5b5
136,7.469567743,10.906785,30,v6,88000000ffffffffffffa8dd9f4dc5b5
137,7.480875296,11.307553,30,v6,88000000ffffffffffffa8dd9f4dc5b5
138,7.490943273,10.067977,30,v6,88000000ffffffffffffa8dd9f4dc5b5
139,7.501076823,10.133550,30,v6,88000000ffffffffffffa8dd9f4dc5b5
140,7.511330215,10.253392,30,v6,88000000ffffffffffffa8dd9f4dc5b5
141,7.522514100,11.183885,30,v6,88000000ffffffffffffa8dd9f4dc5b5
142,7.533977267,11.463167,30,v6,88000000ffffffffffffa8dd9f4dc5b5
143,7.543788995,9.811728,30,v6,88000000ffffffffffffa8dd9f4dc5b5
144,7.554043557,10.254562,30,v6,88000000ffffffffffffa8dd9f4dc5b5
145,7.564261247,10.217690,30,v6,88000000ffffffffffffa8dd9f4dc5b5
146,7.575440322,11.179075,30,v6,88000000ffffffffffffa8dd9f4dc5b5
147,7.586879112,11.438790,30,v6,88000000ffffffffffffa8dd9f4dc5b5
148,7.597656847,10.777735,30,v6,88000000ffffffffffffa8dd9f4dc5b5
149,7.608142741,10.485894,30,v6,88000000ffffffffffffa8dd9f4dc5b5
150,7.618108265,9.965524,30,v6,88000000ffffffffffffa8dd9f4dc5b5
151,7.629277809,11.169544,30,v6,88000000ffffffffffffa8dd9f4dc5b5
152,7.639420531,10.142722,30,v6,88000000ffffffffffffa8dd9f4dc5b5
153,7.650465696,11.045165,30,v6,88000000ffffffffffffa8dd9f4dc5b5
154,7.660745626,10.279930,30,v6,88000000ffffffffffffa8dd9f4dc5b5
155,7.671989527,11.243901,30,v6,88000000ffffffffffffa8dd9f4dc5b5
156,7.682002647,10.013120,30,v6,88000000ffffffffffffa8dd9f4dc5b5
157,7.692981589,10.978942,30,v6,88000000ffffffffffffa8dd9f4dc5b5
158,7.703394069,10.412480,30,v6,88000000ffffffffffffa8dd9f4dc5b5
159,7.714620219,11.226150,30,v6,88000000ffffffffffffa8dd9f4dc5b5
160,7.725760244,11.140025,30,v6,88000000ffffffffffffa8dd9f4dc5b5
161,7.737147154,11.386910,30,v6,88000000ffffffffffffa8dd9f4dc5b5
162,7.747075542,9.928388,30,v6,88000000ffffffffffffa8dd9f4dc5b5
163,7.758464806,11.389264,30,v6,88000000ffffffffffffa8dd9f4dc5b5
164,7.768631720,10.166914,30,v6,88000000ffffffffffffa8dd9f4dc5b5
165,7.778726522,10.094802,30,v6,88000000ffffffffffffa8dd9f4dc5b5
166,7.789990376,11.263854,30,v6,88000000ffffffffffffa8dd9f4dc5b5
167,7.800112676,10.122300,30,v6,88000000ffffffffffffa8dd9f4dc5b5
168,7.810078266,9.965590,30,v6,88000000ffffffffffffa8dd9f4dc5b5
169,7.821257176,11.178910,30,v6,88000000ffffffffffffa8dd9f4dc5b5
170,7.832547429,11.290253,30,v6,88000000ffffffffffffa8dd9f4dc5b5
171,7.843700891,11.153462,30,v6,88000000ffffffffffffa8dd9f4dc5b5
172,7.855011793,11.310902,30,v6,88000000ffffffffffffa8dd9f4dc5b5
173,7.865008797,9.997004,30,v6,88000000ffffffffffffa8dd9f4dc5b5
174,7.875227100,10.218303,30,v6,88000000ffffffffffffa8dd9f4dc5b5
175,7.886380018,11.152918,30,v6,88000000ffffffffffffa8dd9f4dc5b5
176,7.896483066,10.103048,30,v6,88000000ffffffffffffa8dd9f4dc5b5
177,7.906672240,10.189174,30,v6,88000000ffffffffffffa8dd9f4dc5b5
178,7.917887168,11.214928,30,v6,88000000ffffffffffffa8dd9f4dc5b5
179,7.927926479,10.039311,30,v6,88000000ffffffffffffa8dd9f4dc5b5
180,7.939151570,11.225091,30,v6,88000000ffffffffffffa8dd9f4dc5b5
181,7.950470003,11.318433,30,v6,88000000ffffffffffffa8dd9f4dc5b5
182,7.961514839,11.044836,30,v6,88000000ffffffffffffa8dd9f4dc5b5
183,7.971925772,10.410933,30,v6,88000000ffffffffffffa8dd9f4dc5b5
184,7.982744521,10.818749,30,v6,88000000ffffffffffffa8dd9f4dc5b5
185,7.993155409,10.410888,30,v6,88000000ffffffffffffa8dd9f4dc5b5
186,8.003139097,9.983688,30,v6,88000000ffffffffffffa8dd9f4dc5b5
187,8.014271385,11.132288,30,v6,88000000ffffffffffffa8dd9f4dc5b5
188,8.025574761,11.303376,30,v6,88000000ffffffffffffa8dd9f4dc5b5
189,8.035470137,9.895376,30,v6,88000000ffffffffffffa8dd9f4dc5b5
190,8.045761262,10.291125,30,v6,88000000ffffffffffffa8dd9f4dc5b5
191,8.056865552,11.104290,30,v6,88000000ffffffffffffa8dd9f4dc5b5
192,8.067001458,10.135906,30,v6,88000000ffffffffffffa8dd9f4dc5b5
