from_label,to_label,from_mhz,to_mhz,ms
Z7,H4,2411.000,903.500,1.208
Z7,Z5,2411.000,2409.000,1.330
Z7,H6,2411.000,904.000,0.349
Z7,Z7,2411.000,2411.000,0.427
Z7,H8,2411.000,904.500,1.193
Z7,Z9,2411.000,2413.000,1.225
Z7,H10,2411.000,905.000,1.326
Z7,Z11,2411.000,2415.000,1.333
Z7,H12,2411.000,905.500,1.198
Z7,Z13,2411.000,2417.000,1.301
Z7,H14,2411.000,906.000,1.175
Z7,Z15,2411.000,2419.000,1.209
H8,H0,904.500,902.500,1.191
H8,Z1,904.500,2405.000,1.194
H8,H2,904.500,903.000,1.226
H8,Z3,904.500,2407.000,1.212
H8,H4,904.500,903.500,1.298
H8,Z5,904.500,2409.000,1.185
H8,H6,904.500,904.000,1.229
H8,Z7,904.500,2411.000,1.297
H8,H8,904.500,904.500,0.425
H8,Z9,904.500,2413.000,1.231
H8,H10,904.500,905.000,1.252
H8,Z11,904.500,2415.000,1.209
H8,H12,904.500,905.500,1.219
H8,Z13,904.500,2417.000,1.159
H8,H14,904.500,906.000,1.247
H8,Z15,904.500,2419.000,1.222
Z9,H0,2413.000,902.500,1.276
Z9,Z1,2413.000,2405.000,1.286
Z9,H2,2413.000,903.000,1.242
Z9,Z3,2413.000,2407.000,1.289
Z9,H4,2413.000,903.500,1.307
Z9,Z5,2413.000,2409.000,1.277
Z9,H6,2413.000,904.000,1.279
Z9,Z7,2413.000,2411.000,1.310
Z9,H8,2413.000,904.500,1.193
Z9,Z9,2413.000,2413.000,0.404
Z9,H10,2413.000,905.000,1.427
Z9,Z11,2413.000,2415.000,1.289
Z9,H12,2413.000,905.500,1.293
Z9,Z13,2413.000,2417.000,1.230
Z9,H14,2413.000,906.000,1.218
Z9,Z15,2413.000,2419.000,1.215
H10,H0,905.000,902.500,1.374
H10,Z1,905.000,2405.000,1.267
H10,H2,905.000,903.000,1.188
H10,Z3,905.000,2407.000,1.240
H10,H4,905.000,903.500,1.378
H10,Z5,905.000,2409.000,1.278
H10,H6,905.000,904.000,1.182
H10,Z7,905.000,2411.000,1.329
H10,H8,905.000,904.500,1.330
H10,Z9,905.000,2413.000,1.253
H10,H10,905.000,905.000,0.457
H10,Z11,905.000,2415.000,1.291
H10,H12,905.000,905.500,1.271
H10,Z13,905.000,2417.000,1.251
H10,H14,905.000,906.000,1.249
H10,Z15,905.000,2419.000,1.286
Z11,H0,2415.000,902.500,1.345
Z11,Z1,2415.000,2405.000,1.226
Z11,H2,2415.000,903.000,1.244
Z11,Z3,2415.000,2407.000,1.221
Z11,H4,2415.000,903.500,1.219
Z11,Z5,2415.000,2409.000,1.272
Z11,H6,2415.000,904.000,1.317
Z11,Z7,2415.000,2411.000,1.277
Z11,H8,2415.000,904.500,1.272
Z11,Z9,2415.000,2413.000,1.440
Z11,H10,2415.000,905.000,1.436
Z11,Z11,2415.000,2415.000,0.400
Z11,H12,2415.000,905.500,1.319
Z11,Z13,2415.000,2417.000,1.348
Z11,H14,2415.000,906.000,1.429
Z11,Z15,2415.000,2419.000,1.539
H12,H0,905.500,902.500,1.321
H12,Z1,905.500,2405.000,1.322
H12,H2,905.500,903.000,1.377
H12,Z3,905.500,2407.000,1.314
H12,H4,905.500,903.500,1.292
H12,Z5,905.500,2409.000,1.298
H12,H6,905.500,904.000,1.340
H12,Z7,905.500,2411.000,1.222
H12,H8,905.500,904.500,1.252
H12,Z9,905.500,2413.000,1.301
H12,H10,905.500,905.000,1.300
H12,Z11,905.500,2415.000,1.277
H12,H12,905.500,905.500,0.534
H12,Z13,905.500,2417.000,1.503
H12,H14,905.500,906.000,1.283
H12,Z15,905.500,2419.000,1.347
Z13,H0,2417.000,902.500,1.184
Z13,Z1,2417.000,2405.000,1.304
Z13,H2,2417.000,903.000,1.189
Z13,Z3,2417.000,2407.000,1.195
Z13,H4,2417.000,903.500,1.184
Z13,Z5,2417.000,2409.000,1.351
Z13,H6,2417.000,904.000,1.384
Z13,Z7,2417.000,2411.000,1.207
Z13,H8,2417.000,904.500,1.306
Z13,Z9,2417.000,2413.000,1.188
Z13,H10,2417.000,905.000,1.176
Z13,Z11,2417.000,2415.000,1.251
Z13,H12,2417.000,905.500,1.196
Z13,Z13,2417.000,2417.000,0.365
Z13,H14,2417.000,906.000,1.182
Z13,Z15,2417.000,2419.000,1.186
H14,H0,906.000,902.500,1.244
H14,Z1,906.000,2405.000,1.260
H14,H2,906.000,903.000,1.171
H14,Z3,906.000,2407.000,1.213
H14,H4,906.000,903.500,1.239
H14,Z5,906.000,2409.000,1.168
H14,H6,906.000,904.000,1.223
H14,Z7,906.000,2411.000,1.242
H14,H8,906.000,904.500,1.197
H14,Z9,906.000,2413.000,1.267
H14,H10,906.000,905.000,1.253
H14,Z11,906.000,2415.000,1.288
H14,H12,906.000,905.500,1.245
H14,Z13,906.000,2417.000,1.185
H14,H14,906.000,906.000,0.371
H14,Z15,906.000,2419.000,1.232
Z15,H0,2419.000,902.500,1.233
Z15,Z1,2419.000,2405.000,1.242
Z15,H2,2419.000,903.000,1.263
Z15,Z3,2419.000,2407.000,1.275
Z15,H4,2419.000,903.500,1.211
Z15,Z5,2419.000,2409.000,1.274
Z15,H6,2419.000,904.000,1.285
Z15,Z7,2419.000,2411.000,1.244
Z15,H8,2419.000,904.500,1.229
Z15,Z9,2419.000,2413.000,1.303
Z15,H10,2419.000,905.000,1.249
Z15,Z11,2419.000,2415.000,1.265
Z15,H12,2419.000,905.500,1.401
Z15,Z13,2419.000,2417.000,1.305
Z15,H14,2419.000,906.000,1.281
Z15,Z15,2419.000,2419.000,0.395
