from_label,to_label,from_mhz,to_mhz,ms
H0,H0,902.500,902.500,0.462
H0,Z1,902.500,2405.000,1.366
H0,H2,902.500,903.000,1.343
H0,Z3,902.500,2407.000,1.383
H0,H4,902.500,903.500,1.240
H0,Z5,902.500,2409.000,1.201
H0,H6,902.500,904.000,1.219
H0,Z7,902.500,2411.000,1.186
H0,H8,902.500,904.500,1.199
H0,Z9,902.500,2413.000,1.260
H0,H10,902.500,905.000,1.279
H0,Z11,902.500,2415.000,1.178
H0,H12,902.500,905.500,1.264
H0,Z13,902.500,2417.000,1.255
H0,H14,902.500,906.000,1.376
H0,Z15,902.500,2419.000,1.331
H0,H16,902.500,906.500,1.190
H0,Z17,902.500,2421.000,1.380
H0,H18,902.500,907.000,1.290
H0,Z19,902.500,2423.000,1.182
H0,H20,902.500,907.500,1.168
H0,Z21,902.500,2425.000,1.327
H0,H22,902.500,908.000,1.189
H0,Z23,902.500,2427.000,1.215
H0,H24,902.500,908.500,1.254
H0,Z25,902.500,2429.000,1.291
H0,H26,902.500,909.000,1.207
H0,Z27,902.500,2431.000,1.192
H0,H28,902.500,909.500,1.269
H0,Z29,902.500,2433.000,1.223
H0,H30,902.500,910.000,1.314
H0,Z31,902.500,2435.000,1.296
H0,H32,902.500,910.500,1.316
H0,Z33,902.500,2437.000,1.232
H0,H34,902.500,911.000,1.351
H0,Z35,902.500,2439.000,1.307
H0,H36,902.500,911.500,1.229
H0,Z37,902.500,2441.000,1.288
H0,H38,902.500,912.000,1.248
H0,Z39,902.500,2443.000,1.238
H0,H40,902.500,912.500,1.295
H0,Z41,902.500,2445.000,1.253
H0,H42,902.500,913.000,1.292
H0,Z43,902.500,2447.000,1.408
H0,H44,902.500,913.500,1.322
H0,Z45,902.500,2449.000,1.487
H0,H46,902.500,914.000,1.393
H0,Z47,902.500,2451.000,1.373
H0,H48,902.500,914.500,1.226
H0,Z49,902.500,2453.000,1.223
H0,H50,902.500,915.000,1.377
H0,Z51,902.500,2455.000,1.261
H0,H52,902.500,915.500,1.267
H0,Z53,902.500,2457.000,1.283
