from_label,to_label,from_mhz,to_mhz,ms
H0,H0,902.500,902.500,0.441
H0,Z1,902.500,2405.000,1.331
H0,H2,902.500,903.000,1.284
H0,Z3,902.500,2407.000,1.188
H0,H4,902.500,903.500,1.241
H0,Z5,902.500,2409.000,1.290
H0,H6,902.500,904.000,1.294
H0,Z7,902.500,2411.000,1.240
H0,H8,902.500,904.500,1.227
H0,Z9,902.500,2413.000,1.215
H0,H10,902.500,905.000,1.294
H0,Z11,902.500,2415.000,1.238
H0,H12,902.500,905.500,1.228
H0,Z13,902.500,2417.000,1.278
H0,H14,902.500,906.000,1.229
H0,Z15,902.500,2419.000,1.225
H0,H16,902.500,906.500,1.191
H0,Z17,902.500,2421.000,1.218
H0,H18,902.500,907.000,1.189
H0,Z19,902.500,2423.000,1.225
H0,H20,902.500,907.500,1.371
H0,Z21,902.500,2425.000,1.211
H0,H22,902.500,908.000,1.207
H0,Z23,902.500,2427.000,1.566
H0,H24,902.500,908.500,1.372
H0,Z25,902.500,2429.000,1.206
H0,H26,902.500,909.000,1.280
H0,Z27,902.500,2431.000,1.358
H0,H28,902.500,909.500,1.313
H0,Z29,902.500,2433.000,1.235
H0,H30,902.500,910.000,1.256
H0,Z31,902.500,2435.000,1.230
Z1,H0,2405.000,902.500,0.394
Z1,Z1,2405.000,2405.000,0.310
Z1,H2,2405.000,903.000,1.171
Z1,Z3,2405.000,2407.000,1.182
Z1,H4,2405.000,903.500,1.367
Z1,Z5,2405.000,2409.000,1.303
Z1,H6,2405.000,904.000,1.191
Z1,Z7,2405.000,2411.000,1.265
Z1,H8,2405.000,904.500,1.320
Z1,Z9,2405.000,2413.000,1.186
Z1,H10,2405.000,905.000,1.253
Z1,Z11,2405.000,2415.000,1.228
Z1,H12,2405.000,905.500,1.359
Z1,Z13,2405.000,2417.000,1.204
Z1,H14,2405.000,906.000,1.219
Z1,Z15,2405.000,2419.000,1.227
Z1,H16,2405.000,906.500,1.224
Z1,Z17,2405.000,2421.000,1.229
Z1,H18,2405.000,907.000,1.259
Z1,Z19,2405.000,2423.000,1.316
Z1,H20,2405.000,907.500,1.345
Z1,Z21,2405.000,2425.000,1.255
Z1,H22,2405.000,908.000,1.328
Z1,Z23,2405.000,2427.000,1.256
Z1,H24,2405.000,908.500,1.254
Z1,Z25,2405.000,2429.000,1.271
Z1,H26,2405.000,909.000,1.411
Z1,Z27,2405.000,2431.000,1.367
Z1,H28,2405.000,909.500,1.256
Z1,Z29,2405.000,2433.000,1.311
Z1,H30,2405.000,910.000,1.296
Z1,Z31,2405.000,2435.000,1.214
H2,H0,903.000,902.500,1.250
H2,Z1,903.000,2405.000,0.406
H2,H2,903.000,903.000,0.440
H2,Z3,903.000,2407.000,1.470
H2,H4,903.000,903.500,1.335
H2,Z5,903.000,2409.000,1.264
H2,H6,903.000,904.000,1.338
H2,Z7,903.000,2411.000,1.318
H2,H8,903.000,904.500,1.366
H2,Z9,903.000,2413.000,1.326
H2,H10,903.000,905.000,1.307
H2,Z11,903.000,2415.000,1.190
H2,H12,903.000,905.500,1.280
H2,Z13,903.000,2417.000,1.314
H2,H14,903.000,906.000,1.347
H2,Z15,903.000,2419.000,1.200
H2,H16,903.000,906.500,1.259
H2,Z17,903.000,2421.000,1.230
H2,H18,903.000,907.000,1.241
H2,Z19,903.000,2423.000,1.196
H2,H20,903.000,907.500,1.410
H2,Z21,903.000,2425.000,1.322
H2,H22,903.000,908.000,1.232
H2,Z23,903.000,2427.000,1.376
H2,H24,903.000,908.500,1.220
H2,Z25,903.000,2429.000,1.233
H2,H26,903.000,909.000,1.303
H2,Z27,903.000,2431.000,1.346
H2,H28,903.000,909.500,1.336
H2,Z29,903.000,2433.000,1.265
H2,H30,903.000,910.000,1.355
H2,Z31,903.000,2435.000,1.284
Z3,H0,2407.000,902.500,1.230
Z3,Z1,2407.000,2405.000,1.285
Z3,H2,2407.000,903.000,0.362
Z3,Z3,2407.000,2407.000,0.321
Z3,H4,2407.000,903.500,1.275
Z3,Z5,2407.000,2409.000,1.357
Z3,H6,2407.000,904.000,1.321
Z3,Z7,2407.000,2411.000,1.468
Z3,H8,2407.000,904.500,1.367
Z3,Z9,2407.000,2413.000,1.328
Z3,H10,2407.000,905.000,1.255
Z3,Z11,2407.000,2415.000,1.282
Z3,H12,2407.000,905.500,1.353
Z3,Z13,2407.000,2417.000,1.325
Z3,H14,2407.000,906.000,1.257
Z3,Z15,2407.000,2419.000,1.180
Z3,H16,2407.000,906.500,1.236
Z3,Z17,2407.000,2421.000,1.232
Z3,H18,2407.000,907.000,1.246
Z3,Z19,2407.000,2423.000,1.309
Z3,H20,2407.000,907.500,1.320
Z3,Z21,2407.000,2425.000,1.307
Z3,H22,2407.000,908.000,1.357
Z3,Z23,2407.000,2427.000,1.323
Z3,H24,2407.000,908.500,1.421
Z3,Z25,2407.000,2429.000,1.201
Z3,H26,2407.000,909.000,1.257
Z3,Z27,2407.000,2431.000,1.326
Z3,H28,2407.000,909.500,1.284
Z3,Z29,2407.000,2433.000,1.235
Z3,H30,2407.000,910.000,1.376
Z3,Z31,2407.000,2435.000,1.376
H4,H0,903.500,902.500,1.399
H4,Z1,903.500,2405.000,1.308
H4,H2,903.500,903.000,1.206
H4,Z3,903.500,2407.000,0.394
H4,H4,903.500,903.500,0.327
H4,Z5,903.500,2409.000,1.358
H4,H6,903.500,904.000,1.447
H4,Z7,903.500,2411.000,1.370
H4,H8,903.500,904.500,1.385
H4,Z9,903.500,2413.000,1.430
H4,H10,903.500,905.000,1.221
H4,Z11,903.500,2415.000,1.260
H4,H12,903.500,905.500,1.256
H4,Z13,903.500,2417.000,1.244
H4,H14,903.500,906.000,1.240
H4,Z15,903.500,2419.000,1.220
H4,H16,903.500,906.500,1.207
H4,Z17,903.500,2421.000,1.262
H4,H18,903.500,907.000,1.197
H4,Z19,903.500,2423.000,1.237
H4,H20,903.500,907.500,1.266
H4,Z21,903.500,2425.000,1.180
H4,H22,903.500,908.000,1.220
H4,Z23,903.500,2427.000,1.315
H4,H24,903.500,908.500,1.277
H4,Z25,903.500,2429.000,1.243
H4,H26,903.500,909.000,1.199
H4,Z27,903.500,2431.000,1.203
H4,H28,903.500,909.500,1.197
H4,Z29,903.500,2433.000,1.331
H4,H30,903.500,910.000,1.303
H4,Z31,903.500,2435.000,1.299
Z5,H0,2409.000,902.500,1.255
Z5,Z1,2409.000,2405.000,1.183
Z5,H2,2409.000,903.000,1.231
Z5,Z3,2409.000,2407.000,1.276
Z5,H4,2409.000,903.500,0.385
Z5,Z5,2409.000,2409.000,0.383
Z5,H6,2409.000,904.000,1.205
Z5,Z7,2409.000,2411.000,1.378
Z5,H8,2409.000,904.500,1.197
Z5,Z9,2409.000,2413.000,1.260
Z5,H10,2409.000,905.000,1.254
Z5,Z11,2409.000,2415.000,1.308
Z5,H12,2409.000,905.500,1.247
Z5,Z13,2409.000,2417.000,1.204
Z5,H14,2409.000,906.000,1.314
Z5,Z15,2409.000,2419.000,1.175
Z5,H16,2409.000,906.500,1.254
Z5,Z17,2409.000,2421.000,1.174
Z5,H18,2409.000,907.000,1.202
Z5,Z19,2409.000,2423.000,1.317
Z5,H20,2409.000,907.500,1.211
Z5,Z21,2409.000,2425.000,1.174
Z5,H22,2409.000,908.000,1.394
Z5,Z23,2409.000,2427.000,1.447
Z5,H24,2409.000,908.500,1.412
Z5,Z25,2409.000,2429.000,1.391
Z5,H26,2409.000,909.000,1.294
Z5,Z27,2409.000,2431.000,1.452
Z5,H28,2409.000,909.500,1.276
Z5,Z29,2409.000,2433.000,1.204
Z5,H30,2409.000,910.000,1.361
Z5,Z31,2409.000,2435.000,1.372
H6,H0,904.000,902.500,1.350
H6,Z1,904.000,2405.000,1.246
H6,H2,904.000,903.000,1.186
H6,Z3,904.000,2407.000,1.253
H6,H4,904.000,903.500,1.286
H6,Z5,904.000,2409.000,0.417
H6,H6,904.000,904.000,0.476
H6,Z7,904.000,2411.000,1.304
H6,H8,904.000,904.500,1.189
H6,Z9,904.000,2413.000,1.244
H6,H10,904.000,905.000,1.357
H6,Z11,904.000,2415.000,1.367
H6,H12,904.000,905.500,1.285
H6,Z13,904.000,2417.000,1.248
H6,H14,904.000,906.000,1.335
H6,Z15,904.000,2419.000,1.333
H6,H16,904.000,906.500,1.244
H6,Z17,904.000,2421.000,1.258
H6,H18,904.000,907.000,1.437
H6,Z19,904.000,2423.000,1.360
H6,H20,904.000,907.500,1.293
H6,Z21,904.000,2425.000,1.351
H6,H22,904.000,908.000,1.224
H6,Z23,904.000,2427.000,1.235
H6,H24,904.000,908.500,1.210
H6,Z25,904.000,2429.000,1.193
H6,H26,904.000,909.000,1.270
H6,Z27,904.000,2431.000,1.266
H6,H28,904.000,909.500,1.237
H6,Z29,904.000,2433.000,1.299
H6,H30,904.000,910.000,1.255
H6,Z31,904.000,2435.000,1.320
Z7,H0,2411.000,902.500,1.276
Z7,Z1,2411.000,2405.000,1.365
Z7,H2,2411.000,903.000,1.189
Z7,Z3,2411.000,2407.000,1.210
Z7,H4,2411.000,903.500,1.224
Z7,Z5,2411.000,2409.000,1.202
Z7,H6,2411.000,904.000,0.387
Z7,Z7,2411.000,2411.000,0.303
Z7,H8,2411.000,904.500,1.337
Z7,Z9,2411.000,2413.000,1.249
Z7,H10,2411.000,905.000,1.183
Z7,Z11,2411.000,2415.000,1.179
Z7,H12,2411.000,905.500,1.195
Z7,Z13,2411.000,2417.000,1.167
Z7,H14,2411.000,906.000,1.271
Z7,Z15,2411.000,2419.000,1.181
Z7,H16,2411.000,906.500,1.204
Z7,Z17,2411.000,2421.000,1.205
Z7,H18,2411.000,907.000,1.327
Z7,Z19,2411.000,2423.000,1.196
Z7,H20,2411.000,907.500,1.189
Z7,Z21,2411.000,2425.000,1.336
Z7,H22,2411.000,908.000,1.253
Z7,Z23,2411.000,2427.000,1.179
Z7,H24,2411.000,908.500,1.434
Z7,Z25,2411.000,2429.000,1.325
Z7,H26,2411.000,909.000,1.191
Z7,Z27,2411.000,2431.000,1.280
Z7,H28,2411.000,909.500,1.363
Z7,Z29,2411.000,2433.000,1.232
Z7,H30,2411.000,910.000,1.322
Z7,Z31,2411.000,2435.000,1.361
H8,H0,904.500,902.500,1.250
H8,Z1,904.500,2405.000,1.245
H8,H2,904.500,903.000,1.378
H8,Z3,904.500,2407.000,1.232
H8,H4,904.500,903.500,1.233
H8,Z5,904.500,2409.000,1.266
H8,H6,904.500,904.000,1.317
H8,Z7,904.500,2411.000,1.331
H8,H8,904.500,904.500,0.466
H8,Z9,904.500,2413.000,1.325
H8,H10,904.500,905.000,1.333
H8,Z11,904.500,2415.000,1.277
H8,H12,904.500,905.500,1.381
H8,Z13,904.500,2417.000,1.368
H8,H14,904.500,906.000,1.321
H8,Z15,904.500,2419.000,1.280
H8,H16,904.500,906.500,1.348
H8,Z17,904.500,2421.000,1.334
H8,H18,904.500,907.000,1.391
H8,Z19,904.500,2423.000,1.185
H8,H20,904.500,907.500,1.220
H8,Z21,904.500,2425.000,1.206
H8,H22,904.500,908.000,1.290
H8,Z23,904.500,2427.000,1.323
H8,H24,904.500,908.500,1.261
H8,Z25,904.500,2429.000,1.306
H8,H26,904.500,909.000,1.219
H8,Z27,904.500,2431.000,1.256
H8,H28,904.500,909.500,1.358
H8,Z29,904.500,2433.000,1.387
H8,H30,904.500,910.000,1.445
H8,Z31,904.500,2435.000,1.286
Z9,H0,2413.000,902.500,1.193
Z9,Z1,2413.000,2405.000,1.240
Z9,H2,2413.000,903.000,1.263
Z9,Z3,2413.000,2407.000,1.393
Z9,H4,2413.000,903.500,1.430
Z9,Z5,2413.000,2409.000,1.362
Z9,H6,2413.000,904.000,1.245
Z9,Z7,2413.000,2411.000,1.313
Z9,H8,2413.000,904.500,1.244
Z9,Z9,2413.000,2413.000,0.415
Z9,H10,2413.000,905.000,1.259
