swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
78,Z,H,0.2074,0.0030,0.0007,0.0003,0.0025,0.1588,0.4511,0.2492,0.0383,0.1099,0.0040,0.0677,0.0002,1.0167,1.3042,4244.888
79,H,Z,0.1576,0.0039,0.0010,0.0004,0.0018,0.0949,0.0456,0.1096,0.0467,0.0523,0.0009,0.0655,0.0002,0.3549,0.5878,4295.590
80,Z,H,0.2021,0.0030,0.0007,0.0002,0.0029,0.1965,0.4429,0.2425,0.0393,0.1043,0.0008,0.0508,0.0001,1.0330,1.2950,4346.919
81,H,Z,0.1549,0.0026,0.0007,0.0003,0.0015,0.0938,0.0368,0.0955,0.0459,0.0483,0.0157,0.0347,0.0002,0.3253,0.5373,4397.492
82,Z,H,0.2961,0.0044,0.0009,0.0003,0.0044,0.2438,0.7952,0.5163,0.0869,0.1006,0.0029,0.0391,0.0004,1.7528,2.1031,4449.630
83,H,Z,0.2311,0.0048,0.0012,0.0002,0.0036,0.1784,0.0457,0.1143,0.0517,0.0839,0.0006,0.0550,0.0001,0.4792,0.7781,4500.440
84,Z,H,0.2243,0.0030,0.0010,0.0002,0.0025,0.1678,0.4426,0.2509,0.0379,0.1081,0.0015,0.0581,0.0002,1.0172,1.3097,4551.789
85,H,Z,0.1403,0.0028,0.0009,0.0003,0.0018,0.0972,0.0375,0.0952,0.0462,0.0650,0.0202,0.0559,0.0002,0.3462,0.5699,4602.398
86,Z,H,0.1876,0.0022,0.0006,0.0002,0.0019,0.1492,0.4471,0.2472,0.0387,0.1364,0.0038,0.0568,0.0002,1.0279,1.2823,4653.736
87,H,Z,0.1749,0.0030,0.0010,0.0004,0.0020,0.1025,0.0434,0.1050,0.0457,0.0656,0.0015,0.0640,0.0002,0.3682,0.6168,4704.400
88,Z,H,0.2951,0.0038,0.0007,0.0004,0.0041,0.2473,0.8094,0.5336,0.0885,0.1166,0.0009,0.0400,0.0003,1.8059,2.1528,4756.589
89,H,Z,0.1461,0.0023,0.0011,0.0002,0.0018,0.1033,0.0388,0.1067,0.0474,0.0566,0.0008,0.0424,0.0002,0.3585,0.5550,4807.175
90,Z,H,0.1983,0.0028,0.0009,0.0002,0.0025,0.1608,0.4469,0.2536,0.0375,0.1353,0.0041,0.0519,0.0002,1.0406,1.3028,4858.513
91,H,Z,0.1638,0.0027,0.0008,0.0002,0.0015,0.1072,0.0389,0.1033,0.0480,0.0654,0.0169,0.0578,0.0003,0.3678,0.6129,4909.205
92,Z,H,0.3129,0.0020,0.0006,0.0004,0.0027,0.2222,0.8803,0.5105,0.0945,0.1022,0.0008,0.0478,0.0002,1.8193,2.1881,4961.423
93,H,Z,0.1350,0.0021,0.0006,0.0003,0.0015,0.0925,0.0335,0.0932,0.0584,0.0558,0.0166,0.0587,0.0002,0.3386,0.5547,5012.013
94,Z,H,0.1998,0.0026,0.0008,0.0002,0.0025,0.1646,0.4270,0.2586,0.0353,0.1377,0.0013,0.0578,0.0002,1.0331,1.2998,5063.355
95,H,Z,0.2095,0.0039,0.0009,0.0003,0.0023,0.1491,0.0477,0.2003,0.0987,0.0551,0.0011,0.0620,0.0002,0.5565,0.8386,5114.242
96,Z,H,0.2041,0.0024,0.0009,0.0002,0.0022,0.1457,0.3649,0.2379,0.0358,0.0928,0.0085,0.0517,0.0002,0.8854,1.1569,5165.435
97,H,Z,0.1333,0.0024,0.0006,0.0002,0.0015,0.0976,0.0411,0.1029,0.0564,0.0485,0.0009,0.0519,0.0002,0.3518,0.5444,5216.014
98,Z,H,0.3354,0.0040,0.0007,0.0003,0.0040,0.2379,0.8201,0.2434,0.0371,0.1294,0.0031,0.0500,0.0001,1.4765,1.8759,5267.925
99,H,Z,0.2011,0.0039,0.0008,0.0004,0.0024,0.1484,0.0463,0.1906,0.1103,0.0620,0.0012,0.0560,0.0003,0.5647,0.8328,5318.859
100,Z,H,0.2049,0.0026,0.0008,0.0002,0.0026,0.1542,0.3792,0.2677,0.0386,0.1299,0.0160,0.0618,0.0002,0.9785,1.2692,5370.185
101,H,Z,0.1373,0.0020,0.0007,0.0003,0.0014,0.1155,0.0356,0.0952,0.0481,0.0455,0.0268,0.0473,0.0001,0.3446,0.5614,5420.780
102,Z,H,0.2456,0.0023,0.0006,0.0002,0.0026,0.1974,0.5770,0.2993,0.0400,0.1010,0.0006,0.0446,0.0001,1.2221,1.5199,5472.326
103,H,Z,0.1467,0.0024,0.0010,0.0001,0.0018,0.0927,0.0377,0.1030,0.0455,0.0606,0.0279,0.0449,0.0003,0.3513,0.5776,5522.934
104,Z,H,0.1995,0.0024,0.0005,0.0002,0.0021,0.1451,0.3642,0.2466,0.0353,0.1064,0.0216,0.0479,0.0001,0.9047,1.1803,5574.149
105,H,Z,0.1990,0.0044,0.0010,0.0003,0.0032,0.1502,0.0519,0.1878,0.1257,0.0665,0.0029,0.0431,0.0002,0.5879,0.8436,5625.038
106,Z,H,0.2189,0.0020,0.0010,0.0002,0.0029,0.1610,0.5367,0.2388,0.0377,0.1165,0.0007,0.0528,0.0002,1.0997,1.3794,5676.454
107,H,Z,0.2040,0.0042,0.0009,0.0003,0.0032,0.1586,0.0523,0.1949,0.1002,0.0533,0.0241,0.0595,0.0003,0.5648,0.8634,5727.363
108,Z,H,0.2046,0.0026,0.0007,0.0001,0.0022,0.1595,0.4207,0.2423,0.0369,0.0888,0.0033,0.0331,0.0003,0.9558,1.2042,5778.598
109,H,Z,0.1888,0.0035,0.0008,0.0004,0.0022,0.1520,0.0455,0.1810,0.0995,0.0594,0.0075,0.0479,0.0002,0.5430,0.7959,5829.426
110,Z,H,0.2870,0.0035,0.0011,0.0003,0.0029,0.1633,0.3885,0.2721,0.0389,0.1376,0.0078,0.0545,0.0001,1.0082,1.3669,5880.830
