swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
53,H,Z,0.1366,0.0026,0.0007,0.0004,0.0017,0.0973,0.0381,0.1042,0.0455,0.0583,0.0010,0.0513,0.0002,0.3494,0.5453,2942.140
54,Z,H,0.1513,0.0029,0.0008,0.0002,0.0021,0.1037,0.1150,0.0708,0.0398,0.0807,0.0009,0.0499,0.0002,0.4162,0.6256,2992.810
55,H,Z,0.1332,0.0025,0.0007,0.0001,0.0015,0.0977,0.0359,0.0970,0.0442,0.0423,0.0007,0.0456,0.0002,0.3218,0.5074,3043.342
56,Z,H,0.1522,0.0026,0.0008,0.0003,0.0019,0.1117,0.1591,0.0768,0.0420,0.0780,0.0072,0.0435,0.0002,0.4739,0.6839,3094.060
57,H,Z,0.1357,0.0026,0.0006,0.0002,0.0016,0.0962,0.0413,0.1073,0.0495,0.0487,0.0011,0.0606,0.0003,0.3485,0.5525,3144.648
58,Z,H,0.1634,0.0030,0.0006,0.0002,0.0017,0.1097,0.1315,0.0693,0.0452,0.0889,0.0009,0.0408,0.0002,0.4506,0.6625,3195.347
59,H,Z,0.1341,0.0026,0.0008,0.0004,0.0015,0.0912,0.0367,0.0991,0.0462,0.0508,0.0019,0.0440,0.0001,0.3284,0.5152,3245.890
60,Z,H,0.1516,0.0024,0.0007,0.0001,0.0018,0.1116,0.0839,0.0668,0.0415,0.0847,0.0054,0.0404,0.0002,0.3956,0.5993,3296.521
61,H,Z,0.1331,0.0026,0.0008,0.0002,0.0015,0.0924,0.0385,0.0971,0.0502,0.0462,0.0040,0.0418,0.0002,0.3287,0.5141,3347.065
62,Z,H,0.2222,0.0042,0.0009,0.0008,0.0034,0.1652,0.2555,0.1222,0.0958,0.1036,0.0010,0.0425,0.0003,0.7504,1.0271,3398.138
63,H,Z,0.1427,0.0025,0.0007,0.0003,0.0018,0.0940,0.0373,0.1065,0.0452,0.0478,0.0051,0.0394,0.0003,0.3363,0.5302,3448.707
64,Z,H,0.1599,0.0026,0.0006,0.0002,0.0019,0.1139,0.1252,0.0697,0.0421,0.0815,0.0194,0.0392,0.0001,0.4373,0.6623,3499.395
65,H,Z,0.1300,0.0022,0.0006,0.0002,0.0016,0.0894,0.0340,0.0896,0.0548,0.0518,0.0042,0.0394,0.0002,0.3246,0.5038,3549.931
66,Z,H,0.1496,0.0031,0.0006,0.0002,0.0021,0.1142,0.1435,0.0691,0.0427,0.0918,0.0008,0.0466,0.0002,0.4668,0.6712,3600.806
67,H,Z,0.1938,0.0043,0.0009,0.0003,0.0022,0.1438,0.0488,0.1849,0.1082,0.0475,0.0008,0.0409,0.0001,0.5390,0.7840,3651.627
68,Z,H,0.1974,0.0036,0.0012,0.0002,0.0021,0.1215,0.0791,0.0775,0.0431,0.0962,0.0008,0.0422,0.0002,0.4224,0.6718,3702.333
69,H,Z,0.1364,0.0021,0.0006,0.0001,0.0015,0.0920,0.0417,0.0991,0.0603,0.0395,0.0006,0.0317,0.0001,0.3374,0.5116,3752.873
70,Z,H,0.1917,0.0027,0.0005,0.0002,0.0015,0.1258,0.1224,0.0783,0.1199,0.0926,0.0006,0.0376,0.0002,0.5462,0.7823,3803.683
71,H,Z,0.1297,0.0021,0.0006,0.0002,0.0013,0.0905,0.0335,0.0914,0.0512,0.0425,0.0043,0.0312,0.0002,0.3143,0.4850,3854.192
72,Z,H,0.1539,0.0033,0.0007,0.0002,0.0024,0.1107,0.0780,0.0708,0.0411,0.0897,0.0005,0.0448,0.0001,0.3948,0.6021,3904.818
73,H,Z,0.1304,0.0021,0.0005,0.0001,0.0013,0.0926,0.0324,0.0928,0.0420,0.0470,0.0184,0.0403,0.0002,0.3119,0.5064,3955.349
74,Z,H,0.2029,0.0029,0.0010,0.0002,0.0024,0.1470,0.2299,0.0943,0.0566,0.0859,0.0008,0.0549,0.0003,0.6201,0.8868,4006.272
75,H,Z,0.1307,0.0023,0.0007,0.0002,0.0017,0.0901,0.0358,0.0955,0.0453,0.0411,0.0225,0.0338,0.0003,0.3123,0.5057,4056.831
76,Z,H,0.1487,0.0031,0.0010,0.0002,0.0021,0.1061,0.1428,0.0659,0.0410,0.0961,0.0014,0.0565,0.0002,0.4586,0.6733,4107.557
77,H,Z,0.1403,0.0027,0.0009,0.0001,0.0017,0.1013,0.0376,0.1045,0.0459,0.0471,0.0009,0.0477,0.0002,0.3417,0.5375,4158.123
78,Z,H,0.1798,0.0021,0.0007,0.0002,0.0022,0.1235,0.1702,0.0745,0.0518,0.0805,0.0006,0.0333,0.0001,0.5068,0.7271,4208.888
79,H,Z,0.1913,0.0037,0.0007,0.0003,0.0025,0.1415,0.0471,0.1787,0.0977,0.0497,0.0007,0.0403,0.0001,0.5207,0.7618,4259.685
80,Z,H,0.1492,0.0023,0.0006,0.0001,0.0016,0.1074,0.1142,0.0673,0.0398,0.0962,0.0007,0.0408,0.0002,0.4303,0.6268,4310.337
81,H,Z,0.1225,0.0019,0.0003,0.0001,0.0011,0.0895,0.0307,0.0827,0.0425,0.0471,0.0011,0.0363,0.0002,0.2975,0.4621,4360.821
82,Z,H,0.2097,0.0043,0.0009,0.0003,0.0034,0.1565,0.2288,0.1029,0.0931,0.0682,0.0203,0.0415,0.0002,0.6565,0.9387,4411.796
83,H,Z,0.1451,0.0029,0.0009,0.0001,0.0018,0.0927,0.0386,0.1048,0.0510,0.0476,0.0091,0.0434,0.0002,0.3391,0.5442,4462.365
84,Z,H,0.1469,0.0019,0.0006,0.0001,0.0021,0.1161,0.0887,0.0706,0.0428,0.0932,0.0012,0.0411,0.0002,0.4166,0.6119,4513.002
85,H,Z,0.1308,0.0025,0.0007,0.0001,0.0014,0.0948,0.0351,0.0951,0.0402,0.0379,0.0006,0.0377,0.0001,0.3071,0.4821,4563.507
86,Z,H,0.1471,0.0022,0.0005,0.0002,0.0023,0.1229,0.0819,0.0613,0.0425,0.0839,0.0006,0.0371,0.0001,0.3974,0.5884,4614.121
87,H,Z,0.1316,0.0025,0.0006,0.0001,0.0016,0.0930,0.0344,0.0935,0.0422,0.0423,0.0055,0.0405,0.0002,0.3102,0.4940,4664.653
88,Z,H,0.1477,0.0020,0.0006,0.0003,0.0018,0.1156,0.0781,0.0630,0.0407,0.0735,0.0013,0.0554,0.0004,0.3777,0.5886,4715.278
