swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
52,Z,H,0.1386,0.0015,0.0004,0.0002,0.0016,0.1023,0.3211,0.1424,0.0280,0.0651,0.0005,0.0261,0.0001,0.6629,0.8331,2887.385
53,H,Z,0.0850,0.0016,0.0005,0.0002,0.0010,0.0523,0.0251,0.0648,0.0220,0.0307,0.0100,0.0297,0.0002,0.1974,0.3265,2937.727
54,Z,H,0.1125,0.0017,0.0005,0.0002,0.0017,0.0819,0.2542,0.1578,0.0243,0.0709,0.0004,0.0364,0.0001,0.5936,0.7483,2988.501
55,H,Z,0.1133,0.0024,0.0008,0.0003,0.0019,0.0696,0.0324,0.1037,0.0441,0.0430,0.0033,0.0316,0.0001,0.2969,0.4518,3038.976
56,Z,H,0.1741,0.0031,0.0011,0.0004,0.0030,0.1128,0.4218,0.2636,0.0452,0.0708,0.0052,0.0289,0.0002,0.9195,1.1367,3090.133
57,H,Z,0.1157,0.0022,0.0006,0.0003,0.0018,0.0880,0.0322,0.1001,0.0427,0.0340,0.0121,0.0355,0.0001,0.3005,0.4702,3140.621
58,Z,H,0.1256,0.0020,0.0007,0.0003,0.0022,0.0858,0.2137,0.1636,0.0238,0.0689,0.0005,0.0356,0.0001,0.5599,0.7278,3191.368
59,H,Z,0.0820,0.0018,0.0005,0.0003,0.0012,0.0515,0.0255,0.0547,0.0227,0.0398,0.0115,0.0265,0.0001,0.1973,0.3222,3241.728
60,Z,H,0.1205,0.0013,0.0005,0.0002,0.0018,0.0919,0.2783,0.1518,0.0233,0.0611,0.0004,0.0317,0.0001,0.6106,0.7681,3292.516
61,H,Z,0.0878,0.0018,0.0007,0.0004,0.0011,0.0521,0.0275,0.0633,0.0228,0.0356,0.0120,0.0404,0.0002,0.2041,0.3497,3342.886
62,Z,H,0.1486,0.0027,0.0006,0.0002,0.0024,0.1149,0.3469,0.2677,0.0436,0.0879,0.0047,0.0252,0.0001,0.8655,1.0513,3393.962
63,H,Z,0.0830,0.0019,0.0008,0.0003,0.0011,0.0529,0.0235,0.0633,0.0226,0.0308,0.0091,0.0295,0.0001,0.1958,0.3227,3444.301
64,Z,H,0.1579,0.0023,0.0006,0.0004,0.0027,0.1097,0.3321,0.1500,0.0267,0.0696,0.0004,0.0311,0.0001,0.6944,0.8908,3495.211
65,H,Z,0.0882,0.0018,0.0006,0.0003,0.0011,0.0522,0.0247,0.0655,0.0219,0.0376,0.0005,0.0350,0.0001,0.2161,0.3448,3545.574
66,Z,H,0.1498,0.0027,0.0006,0.0004,0.0026,0.1102,0.3558,0.2605,0.0451,0.0877,0.0014,0.0327,0.0001,0.8677,1.0594,3596.691
67,H,Z,0.0878,0.0019,0.0009,0.0003,0.0012,0.0520,0.0258,0.0639,0.0224,0.0611,0.0008,0.0390,0.0002,0.2286,0.3617,3647.078
68,Z,H,0.1544,0.0028,0.0007,0.0002,0.0035,0.1079,0.3674,0.2512,0.0445,0.0834,0.0006,0.0376,0.0002,0.8618,1.0632,3698.177
69,H,Z,0.0965,0.0024,0.0007,0.0004,0.0015,0.0557,0.0316,0.0712,0.0279,0.0465,0.0121,0.0295,0.0002,0.2365,0.3810,3748.581
70,Z,H,0.1207,0.0017,0.0005,0.0003,0.0017,0.0864,0.2373,0.1685,0.0225,0.0860,0.0005,0.0318,0.0001,0.6048,0.7631,3799.370
71,H,Z,0.1204,0.0032,0.0008,0.0003,0.0019,0.0760,0.0345,0.1126,0.0453,0.0439,0.0006,0.0438,0.0002,0.3166,0.4892,3849.878
72,Z,H,0.1743,0.0029,0.0007,0.0003,0.0019,0.1155,0.2794,0.1652,0.0247,0.0709,0.0006,0.0320,0.0002,0.6603,0.8744,3900.774
73,H,Z,0.1183,0.0028,0.0007,0.0004,0.0022,0.0704,0.0359,0.1164,0.0453,0.0527,0.0006,0.0339,0.0002,0.3249,0.4853,3951.281
74,Z,H,0.1587,0.0018,0.0008,0.0004,0.0024,0.0931,0.3365,0.1594,0.0242,0.0756,0.0149,0.0286,0.0001,0.6931,0.9021,4002.204
75,H,Z,0.1026,0.0018,0.0005,0.0004,0.0011,0.0568,0.0267,0.0656,0.0236,0.0355,0.0162,0.0402,0.0002,0.2121,0.3760,4052.607
76,Z,H,0.1195,0.0018,0.0006,0.0003,0.0017,0.0856,0.2656,0.1554,0.0236,0.0746,0.0005,0.0915,0.0002,0.6095,0.8266,4103.458
77,H,Z,0.0845,0.0014,0.0008,0.0004,0.0012,0.0509,0.0248,0.0603,0.0215,0.0289,0.0029,0.0337,0.0001,0.1906,0.3167,4153.800
78,Z,H,0.1237,0.0018,0.0005,0.0003,0.0017,0.0935,0.2335,0.1569,0.0293,0.0745,0.0005,0.0333,0.0001,0.5925,0.7553,4204.574
79,H,Z,0.0884,0.0018,0.0006,0.0003,0.0014,0.0529,0.0304,0.0721,0.0260,0.0370,0.0006,0.0382,0.0001,0.2222,0.3545,4254.953
80,Z,H,0.1240,0.0014,0.0007,0.0003,0.0018,0.0842,0.2426,0.1590,0.0258,0.0679,0.0004,0.0291,0.0002,0.5837,0.7431,4305.717
81,H,Z,0.1125,0.0028,0.0008,0.0004,0.0020,0.0737,0.0337,0.1034,0.0551,0.0380,0.0111,0.0402,0.0001,0.3075,0.4787,4356.219
82,Z,H,0.1300,0.0020,0.0008,0.0002,0.0020,0.0861,0.2320,0.1625,0.0229,0.0712,0.0010,0.0459,0.0001,0.5804,0.7635,4407.009
83,H,Z,0.0929,0.0020,0.0006,0.0003,0.0012,0.0552,0.0258,0.0734,0.0250,0.0368,0.0109,0.0430,0.0003,0.2191,0.3713,4457.403
