method,iteration,from_hz,to_hz,time_us
soapy,674,3255105000,2121770000,10672.3
soapy,675,2121770000,3309601000,10526.1
soapy,676,3309601000,2006090000,10561.5
soapy,677,2006090000,4840961000,114653.3
soapy,678,4840961000,5699496000,10562.3
soapy,679,5699496000,5156141000,10382.2
soapy,680,5156141000,2136153000,115963.6
soapy,681,2136153000,5736705000,115931.6
soapy,682,5736705000,2838388000,116563.5
soapy,683,2838388000,2630112000,10738.0
soapy,684,2630112000,5225148000,115817.0
soapy,685,5225148000,2648007000,117796.8
soapy,686,2648007000,581262000,118014.8
soapy,687,581262000,3437950000,119052.6
soapy,688,3437950000,631861000,115685.3
soapy,689,631861000,715408000,10575.6
soapy,690,715408000,5433377000,115015.7
soapy,691,5433377000,513357000,114590.7
soapy,692,513357000,1003689000,10458.2
soapy,693,1003689000,5336431000,116072.4
soapy,694,5336431000,3336170000,117520.2
soapy,695,3336170000,4211299000,117439.8
soapy,696,4211299000,4498013000,10620.4
soapy,697,4498013000,586810000,117132.4
soapy,698,586810000,3792998000,115760.8
soapy,699,3792998000,3076262000,10530.3
soapy,700,3076262000,4004598000,116472.5
soapy,701,4004598000,1817426000,120492.3
soapy,702,1817426000,5765894000,121029.0
soapy,703,5765894000,2691907000,120620.9
soapy,704,2691907000,3936721000,10985.6
soapy,705,3936721000,5445071000,117670.1
soapy,706,5445071000,4861716000,10744.7
soapy,707,4861716000,1715839000,117051.3
soapy,708,1715839000,4365231000,114720.5
soapy,709,4365231000,4956339000,10420.9
soapy,710,4956339000,647129000,116924.5
soapy,711,647129000,2507630000,114740.4
soapy,712,2507630000,2769248000,10494.6
soapy,713,2769248000,71544000,115799.2
soapy,714,71544000,1745151000,115795.8
soapy,715,1745151000,4150624000,115645.2
soapy,716,4150624000,3707647000,116298.8
soapy,717,3707647000,4973067000,117744.4
soapy,718,4973067000,3620791000,119219.3
soapy,719,3620791000,2136153000,11050.3
soapy,720,2136153000,3812745000,10960.6
soapy,721,3812745000,5736510000,121636.0
soapy,722,5736510000,3636445000,116250.2
soapy,723,3636445000,715408000,115218.9
soapy,724,715408000,2648007000,115417.6
soapy,725,2648007000,5034470000,115724.1
soapy,726,5034470000,1975497000,115388.9
soapy,727,1975497000,339728000,115896.9
soapy,728,339728000,1308034000,116943.2
soapy,729,1308034000,4861716000,116980.1
soapy,730,4861716000,2964396000,116610.1
soapy,731,2964396000,1573786000,10522.3
soapy,732,1573786000,3112595000,10417.7
soapy,733,3112595000,4973067000,115502.1
soapy,734,4973067000,467996000,116399.4
soapy,735,467996000,2691907000,115778.5
soapy,736,2691907000,3225462000,10496.0
soapy,737,3225462000,904833000,115127.9
soapy,738,904833000,3108797000,117630.4
soapy,739,3108797000,3108797000,2773.6
soapy,740,3108797000,586810000,121431.8
soapy,741,586810000,991725000,11039.5
soapy,742,991725000,513357000,11202.3
soapy,743,513357000,4840961000,121864.0
soapy,744,4840961000,2747809000,121441.4
soapy,745,2747809000,1715839000,11031.3
soapy,746,1715839000,385493000,118332.5
soapy,747,385493000,2930889000,115399.3
soapy,748,2930889000,3984159000,10667.5
soapy,749,3984159000,3707647000,10509.1
soapy,750,3707647000,2648007000,10590.0
soapy,751,2648007000,4267766000,113869.0
soapy,752,4267766000,187049000,115542.7
soapy,753,187049000,2136153000,116639.5
soapy,754,2136153000,467996000,118687.3
soapy,755,467996000,5765894000,116868.8
soapy,756,5765894000,5613745000,10619.7
soapy,757,5613745000,3437950000,117195.1
soapy,758,3437950000,2445400000,10854.5
soapy,759,2445400000,1620451000,10474.6
soapy,760,1620451000,4150624000,115291.3
soapy,761,4150624000,140171000,113834.6
soapy,762,140171000,891714000,10363.8
soapy,763,891714000,5765894000,114149.0
soapy,764,5765894000,5266011000,10586.9
soapy,765,5266011000,4973067000,10367.7
soapy,766,4973067000,4486212000,10276.7
soapy,767,4486212000,2183084000,114031.5
soapy,768,2183084000,339728000,115320.5
soapy,769,339728000,1768286000,115450.4
soapy,770,1768286000,4213653000,117600.7
soapy,771,4213653000,1745151000,121993.7
soapy,772,1745151000,4973156000,118641.2
soapy,773,4973156000,5047958000,10355.5
soapy,774,5047958000,3003511000,114925.0
soapy,775,3003511000,2145493000,10954.8
soapy,776,2145493000,2639408000,10446.5
soapy,777,2639408000,4213653000,115905.6
soapy,778,4213653000,1286094000,114957.6
soapy,779,1286094000,2648007000,115676.8
soapy,780,2648007000,1682451000,10515.1
soapy,781,1682451000,4956339000,115989.7
soapy,782,4956339000,5266011000,10533.8
soapy,783,5266011000,714225000,117990.2
soapy,784,714225000,631861000,10435.3
soapy,785,631861000,714225000,10494.1
soapy,786,714225000,4877892000,116865.9
soapy,787,4877892000,5839217000,10748.2
soapy,788,5839217000,71544000,115928.4
soapy,789,71544000,3255105000,116170.7
soapy,790,3255105000,5613745000,115389.3
soapy,791,5613745000,3877836000,114493.1
soapy,792,3877836000,4055700000,115262.0
soapy,793,4055700000,3384727000,115413.4
soapy,794,3384727000,756411000,116184.6
soapy,795,756411000,4486212000,116253.0
soapy,796,4486212000,1573786000,115757.8
soapy,797,1573786000,647129000,114291.3
soapy,798,647129000,3383607000,114613.3
soapy,799,3383607000,1003689000,115166.4
soapy,800,1003689000,991725000,10665.7
soapy,801,991725000,1077145000,10369.8
soapy,802,1077145000,3383607000,114321.7
soapy,803,3383607000,2136153000,10610.8
soapy,804,2136153000,1817426000,10251.4
soapy,805,1817426000,4004598000,115258.9
soapy,806,4004598000,1975497000,115209.8
soapy,807,1975497000,4630805000,120960.9
soapy,808,4630805000,2136153000,119316.0
soapy,809,2136153000,2051607000,10593.3
soapy,810,2051607000,467996000,115198.9
soapy,811,467996000,1986272000,114587.1
soapy,812,1986272000,4409125000,116049.9
soapy,813,4409125000,3033453000,115451.5
soapy,814,3033453000,1768286000,10439.2
soapy,815,1768286000,265173000,115777.2
soapy,816,265173000,5156141000,118824.9
soapy,817,5156141000,3774305000,120078.6
soapy,818,3774305000,3112595000,10635.0
soapy,819,3112595000,140171000,115663.7
soapy,820,140171000,4486212000,114954.3
soapy,821,4486212000,5699496000,10642.7
soapy,822,5699496000,2036035000,115955.9
soapy,823,2036035000,187049000,114476.8
soapy,824,187049000,4793555000,115343.6
soapy,825,4793555000,4973067000,10957.9
soapy,826,4973067000,991104000,115172.5
soapy,827,991104000,5448195000,116264.6
soapy,828,5448195000,3469105000,117097.7
soapy,829,3469105000,647129000,121045.6
soapy,830,647129000,1500165000,116871.1
soapy,831,1500165000,2318412000,10710.0
soapy,832,2318412000,586810000,116220.3
soapy,833,586810000,4848110000,115650.7
soapy,834,4848110000,950742000,115993.4
soapy,835,950742000,3776695000,115427.5
soapy,836,3776695000,4409125000,114729.0
soapy,837,4409125000,904833000,115721.9
soapy,838,904833000,3076262000,117999.9
soapy,839,3076262000,4877892000,122265.4
soapy,840,4877892000,3620791000,118170.2
soapy,841,3620791000,5789482000,115068.3
soapy,842,5789482000,2006090000,115793.4
soapy,843,2006090000,756411000,114518.8
soapy,844,756411000,756411000,10537.7
soapy,845,756411000,4055700000,113826.8
soapy,846,4055700000,4127689000,10575.5
soapy,847,4127689000,4082903000,10202.2
soapy,848,4082903000,4844746000,10687.3
soapy,849,4844746000,4211299000,10263.7
soapy,850,4211299000,4848110000,10534.6
soapy,851,4848110000,4716751000,10729.6
soapy,852,4716751000,4848110000,10671.1
soapy,853,4848110000,4877892000,10501.4
soapy,854,4877892000,2630112000,113453.8
soapy,855,2630112000,5336431000,114987.3
soapy,856,5336431000,997296000,112772.5
soapy,857,997296000,3792998000,112406.1
soapy,858,3792998000,2145493000,10476.4
soapy,859,2145493000,4365231000,114097.6
soapy,860,4365231000,4934155000,10482.0
soapy,861,4934155000,740744000,115260.5
soapy,862,740744000,4267766000,114796.6
soapy,863,4267766000,246169000,114916.0
soapy,864,246169000,939019000,10480.4
soapy,865,939019000,4082903000,113219.6
soapy,866,4082903000,565969000,114090.3
soapy,867,565969000,2121770000,114639.9
soapy,868,2121770000,2667158000,10505.2
soapy,869,2667158000,1620451000,10467.3
soapy,870,1620451000,3962206000,10375.0
soapy,871,3962206000,2410628000,10365.8
soapy,872,2410628000,5328975000,112864.8
soapy,873,5328975000,2445400000,113835.4
soapy,874,2445400000,4267766000,113590.8
soapy,875,4267766000,2036035000,114187.3
soapy,876,2036035000,930938000,114153.7
soapy,877,930938000,1986272000,113497.2
soapy,878,1986272000,2136153000,10293.9
soapy,879,2136153000,2838388000,10578.6
soapy,880,2838388000,2067061000,10366.0
soapy,881,2067061000,586810000,112468.8
soapy,882,586810000,2667158000,114908.5
soapy,883,2667158000,2443509000,10527.7
soapy,884,2443509000,3278689000,10430.4
soapy,885,3278689000,3877836000,10396.9
soapy,886,3877836000,1817426000,10580.8
soapy,887,1817426000,3525461000,10605.2
soapy,888,3525461000,5839217000,114213.4
soapy,889,5839217000,2930889000,113016.0
soapy,890,2930889000,4211299000,112855.5
soapy,891,4211299000,4409125000,10575.1
soapy,892,4409125000,859700000,114898.3
soapy,893,859700000,4793555000,115266.4
soapy,894,4793555000,3826850000,115689.1
soapy,895,3826850000,565969000,115571.4
soapy,896,565969000,5433377000,114343.0
soapy,897,5433377000,3962206000,113904.1
soapy,898,3962206000,5002199000,114521.2
soapy,899,5002199000,265173000,115257.3
soapy,900,265173000,1682451000,114373.4
soapy,901,1682451000,246169000,114775.8
soapy,902,246169000,991104000,10412.1
soapy,903,991104000,891714000,10735.8
soapy,904,891714000,1975497000,114445.8
soapy,905,1975497000,275697000,114619.0
soapy,906,275697000,1817426000,114584.9
soapy,907,1817426000,2318412000,10527.6
soapy,908,2318412000,3255105000,10529.3
soapy,909,3255105000,3881974000,10323.4
soapy,910,3881974000,2691907000,10618.8
soapy,911,2691907000,1975497000,10366.5
soapy,912,1975497000,2838388000,10274.5
soapy,913,2838388000,3929173000,10277.9
soapy,914,3929173000,1003689000,114080.2
soapy,915,1003689000,2743753000,114435.0
soapy,916,2743753000,3222649000,10509.0
soapy,917,3222649000,1307887000,10573.4
soapy,918,1307887000,5266011000,113803.8
soapy,919,5266011000,5446121000,10474.9
soapy,920,5446121000,997296000,115015.6
soapy,921,997296000,1573786000,116481.2
soapy,922,1573786000,5154907000,120709.9
soapy,923,5154907000,3299593000,123187.2
soapy,924,3299593000,246169000,117148.2
soapy,925,246169000,2507630000,115727.2
soapy,926,2507630000,756411000,114675.2
soapy,927,756411000,2073885000,115655.8
soapy,928,2073885000,3108797000,10621.0
soapy,929,3108797000,5154907000,114531.0
soapy,930,5154907000,3636445000,113451.8
soapy,931,3636445000,1986272000,10435.7
soapy,932,1986272000,997296000,113266.2
soapy,933,997296000,1674973000,114595.5
soapy,934,1674973000,4679254000,114465.0
soapy,935,4679254000,3774305000,117368.5
soapy,936,3774305000,1768286000,11040.2
soapy,937,1768286000,1543358000,11119.6
soapy,938,1543358000,1308034000,10975.4
soapy,939,1308034000,631861000,118006.9
soapy,940,631861000,2639408000,116998.6
soapy,941,2639408000,3929173000,10231.2
soapy,942,3929173000,71544000,113496.2
soapy,943,71544000,1243326000,10550.6
soapy,944,1243326000,3877836000,117066.1
soapy,945,3877836000,140171000,116819.4
soapy,946,140171000,300479000,10540.8
soapy,947,300479000,4365231000,117072.5
soapy,948,4365231000,4211299000,10278.5
soapy,949,4211299000,1206774000,119252.7
soapy,950,1206774000,2639408000,117848.0
soapy,951,2639408000,140171000,115326.9
soapy,952,140171000,4861716000,113273.9
soapy,953,4861716000,1975497000,111561.9
soapy,954,1975497000,647129000,116035.7
soapy,955,647129000,3112595000,116994.4
soapy,956,3112595000,2964396000,10627.7
soapy,957,2964396000,2770149000,10799.5
soapy,958,2770149000,5004153000,120100.8
soapy,959,5004153000,4793555000,10975.7
soapy,960,4793555000,3278689000,120505.1
soapy,961,3278689000,2073885000,10979.0
soapy,962,2073885000,4973067000,118844.8
soapy,963,4973067000,1674973000,120840.6
soapy,964,1674973000,3076262000,10739.8
soapy,965,3076262000,4844746000,116799.1
soapy,966,4844746000,2036035000,118036.9
soapy,967,2036035000,2183084000,10835.3
soapy,968,2183084000,3877836000,10911.8
soapy,969,3877836000,2121770000,11504.2
soapy,970,2121770000,1308034000,11000.3
soapy,971,1308034000,1620451000,10961.1
soapy,972,1620451000,2183084000,11140.6
soapy,973,2183084000,2136153000,10949.9
soapy,974,2136153000,5613745000,119039.0
soapy,975,5613745000,885767000,115672.5
soapy,976,885767000,1307887000,115773.2
soapy,977,1307887000,2136153000,10549.8
soapy,978,2136153000,930175000,115487.4
soapy,979,930175000,4956339000,115556.3
soapy,980,4956339000,4973156000,10562.1
soapy,981,4973156000,950742000,115011.9
soapy,982,950742000,536937000,10707.5
soapy,983,536937000,3774305000,116655.4
soapy,984,3774305000,4844746000,118332.1
soapy,985,4844746000,2006090000,121348.4
soapy,986,2006090000,2691907000,11110.6
soapy,987,2691907000,3936721000,10963.7
soapy,988,3936721000,385493000,120813.1
soapy,989,385493000,2183084000,118733.3
soapy,990,2183084000,4844746000,114462.1
soapy,991,4844746000,5181065000,11121.9
soapy,992,5181065000,2930889000,116270.0
soapy,993,2930889000,1715839000,11082.0
soapy,994,1715839000,4082903000,117291.2
soapy,995,4082903000,3278689000,120985.7
soapy,996,3278689000,5390106000,118426.2
soapy,997,5390106000,3309601000,117257.9
soapy,998,3309601000,4841046000,120465.4
soapy,999,4841046000,2743753000,121472.1
