rx_idx,phy,tap,frame_event,len,step,run,tag,wait_us,ts_us,seq,rx_t_ms,swap_ms
0,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,300.880,0.347
1,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,306.207,0.295
2,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,311.549,0.267
3,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,316.899,0.210
4,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,322.255,0.276
5,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,327.584,0.303
6,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,332.944,0.271
7,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,338.270,0.233
8,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,343.620,0.224
9,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,348.958,0.323
10,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,354.300,0.234
11,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,359.637,0.200
12,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,364.997,0.224
13,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,370.336,0.321
14,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,375.692,0.309
15,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,381.020,0.301
16,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,386.371,0.266
17,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,391.710,0.270
18,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,397.043,0.224
19,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,402.388,0.216
20,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,407.744,0.347
21,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,413.086,0.247
22,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,418.425,0.230
23,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,423.773,0.295
24,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,429.123,0.252
25,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,434.478,0.345
26,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,439.838,0.364
27,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,445.156,0.267
28,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,450.492,0.396
29,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,455.864,0.371
30,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,461.183,0.386
31,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,466.524,0.351
32,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,471.880,0.270
33,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,477.228,0.298
34,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,482.571,0.417
35,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,487.893,0.236
36,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,493.242,0.240
37,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,498.584,0.303
38,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,503.949,0.363
39,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,509.284,0.330
40,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,514.622,0.334
41,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,519.967,0.267
42,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,525.301,0.280
43,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,530.649,0.253
44,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,536.003,0.238
45,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,541.350,0.310
46,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,546.688,0.241
47,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,552.025,0.323
48,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,557.375,0.284
49,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,562.720,0.269
50,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,568.060,0.249
51,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,573.401,0.219
52,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,578.751,0.217
53,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,584.096,0.291
54,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,589.433,0.261
55,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,594.793,0.234
56,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,600.127,0.262
57,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,605.469,0.201
58,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,610.828,0.192
59,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,616.150,0.206
60,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,621.495,0.253
61,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,626.838,0.208
62,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,632.183,0.205
63,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,637.523,0.255
64,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,642.874,0.254
65,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,648.221,0.244
66,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,653.559,0.213
67,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,658.903,0.215
68,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,664.248,0.207
69,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,669.595,0.199
70,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,674.941,0.212
71,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,680.279,0.198
72,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,685.622,0.223
73,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,690.964,0.234
74,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,696.313,0.222
75,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,701.651,0.220
76,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,706.998,0.215
77,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,712.344,0.214
78,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,717.693,0.233
79,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,723.032,0.311
80,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,728.376,0.214
81,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,733.716,0.201
82,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,739.069,0.254
83,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,744.420,0.243
84,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,749.755,0.274
85,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,755.097,0.245
