rx_idx,phy,tap,frame_event,len,step,run,tag,wait_us,ts_us,seq,rx_t_ms,swap_ms
0,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,299.496,2.692
1,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,307.364,2.309
2,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,315.556,2.724
3,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,332.150,1.519
4,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,340.550,1.928
5,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,357.212,1.511
6,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,365.408,1.173
7,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,373.767,2.082
8,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,382.095,1.363
9,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,390.463,1.474
10,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,398.838,2.481
11,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,407.135,1.398
12,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,415.485,1.382
13,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,423.787,1.290
14,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,432.086,1.234
15,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,440.386,1.446
16,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,448.844,1.113
17,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,457.108,1.327
18,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,465.358,1.152
19,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,473.728,2.115
20,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,482.101,2.070
21,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,490.492,1.348
22,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,498.770,2.398
23,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,507.113,1.140
24,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,515.404,1.132
25,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,523.678,2.461
26,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,532.064,1.229
27,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,540.411,1.375
28,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,548.735,2.113
29,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,557.000,1.175
30,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,565.344,2.104
31,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,573.696,1.121
32,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,582.046,1.298
33,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,590.336,1.147
34,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,598.711,1.226
35,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,607.098,1.206
36,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,615.369,1.087
37,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,623.895,1.145
38,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,632.075,2.014
39,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,640.352,2.426
