rx_idx,phy,tap,frame_event,len,step,run,tag,wait_us,ts_us,seq,rx_t_ms,swap_ms
0,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,299.559,0.889
1,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,300.964,0.854
2,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,302.190,0.286
3,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,305.639,1.099
4,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,307.144,0.255
5,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,310.320,1.057
6,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,311.726,0.234
7,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,314.992,1.054
8,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,316.439,0.205
9,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,319.661,0.625
10,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,320.649,0.223
11,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,322.010,0.667
12,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,323.033,0.333
13,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,324.333,0.653
14,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,325.307,0.326
15,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,326.686,1.095
16,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,328.145,0.283
17,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,331.360,0.576
18,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,332.321,0.263
19,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,333.716,0.906
20,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,334.937,0.269
21,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,338.402,0.899
22,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,339.646,0.250
23,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,343.064,0.753
24,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,344.135,0.256
25,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,345.409,0.642
26,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,346.358,0.218
27,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,347.731,0.588
28,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,348.688,0.332
29,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,350.078,0.724
30,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,351.117,0.266
31,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,352.423,0.689
32,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,353.377,0.325
33,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,354.798,0.673
34,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,355.855,0.265
35,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,359.449,0.827
36,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,360.650,0.216
37,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,364.117,0.630
38,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,365.088,0.250
39,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,366.477,1.041
40,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,367.827,0.367
41,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,371.147,0.596
42,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,372.183,0.343
43,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,373.484,0.636
44,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,374.440,0.299
45,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,375.832,0.546
46,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,376.794,0.233
47,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,378.163,0.499
48,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,379.110,0.219
49,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,380.497,0.580
50,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,381.473,0.248
51,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,382.845,0.901
52,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,384.058,0.239
53,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,387.533,0.602
54,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,388.501,0.281
55,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,389.855,0.593
56,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,390.813,0.229
57,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,392.211,1.062
58,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,393.643,0.316
59,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,396.879,0.540
60,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,397.842,0.216
61,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,399.229,0.974
62,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,400.511,0.216
63,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,403.906,0.590
64,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,404.856,0.232
65,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,406.237,0.489
66,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,407.174,0.232
67,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,408.576,0.642
68,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,409.529,0.254
69,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,410.939,0.575
70,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,411.879,0.340
71,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,413.268,0.592
72,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,414.226,0.232
73,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,415.603,0.879
74,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,416.814,0.275
75,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,420.277,0.893
76,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,421.500,0.249
77,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,424.970,0.586
78,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,425.905,0.294
79,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,427.305,1.122
80,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,428.826,0.229
81,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,431.981,0.568
82,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,432.946,0.331
83,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,434.333,0.553
84,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,435.273,0.246
85,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,436.667,0.608
86,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,437.651,0.263
87,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,438.995,0.563
88,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,439.979,0.235
89,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,441.348,0.688
90,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,442.302,0.324
91,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,443.688,0.860
92,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,444.878,0.241
93,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,448.352,0.514
94,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,449.327,0.330
95,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,450.711,0.549
96,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,451.637,0.345
97,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,453.045,0.570
98,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,453.991,0.255
99,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,455.375,0.599
100,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,456.334,0.225
101,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,457.717,0.585
102,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,458.674,0.278
103,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,460.068,0.601
104,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,461.014,0.224
105,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,462.395,0.836
106,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,463.547,0.316
107,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,467.081,0.590
108,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,468.114,0.417
109,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,471.758,0.799
110,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,472.797,0.342
111,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,474.099,0.980
112,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,475.442,0.290
113,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,478.774,0.528
114,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,479.729,0.270
115,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,481.139,0.540
116,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,482.049,0.261
117,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,483.456,0.575
118,H,wlan_ah_v6_frames,rx,30,-1,-1,-1,-1,-1,158,484.397,0.228
119,Z,zigbee_frames,rx,46,255,1,90,900,7949771,-1,485.815,0.903
