param,from,to,run,time_ms
freq,1000,700,0,12.2668
freq,1000,700,1,14.8313
freq,1000,700,2,10.8659
freq,1000,700,3,13.8528
freq,1000,700,4,14.4193
freq,1000,800,0,13.9582
freq,1000,800,1,13.4472
freq,1000,800,2,14.6496
freq,1000,800,3,12.5827
freq,1000,800,4,13.3857
freq,1000,900,0,12.8366
freq,1000,900,1,13.0341
freq,1000,900,2,12.6374
freq,1000,900,3,13.9572
freq,1000,900,4,14.1130
freq,1000,1000,0,0.9426
freq,1000,1000,1,0.8548
freq,1000,1000,2,0.7088
freq,1000,1000,3,0.7514
freq,1000,1000,4,0.7743
