param,from,to,run,time_ms
freq,1000,700,0,13.5128
freq,1000,700,1,13.7955
freq,1000,700,2,13.6008
freq,1000,700,3,13.9906
freq,1000,700,4,13.7305
freq,1000,800,0,13.6333
freq,1000,800,1,14.4513
freq,1000,800,2,14.2712
freq,1000,800,3,13.8548
freq,1000,800,4,14.5251
freq,1000,900,0,13.5148
freq,1000,900,1,13.0897
freq,1000,900,2,13.2164
freq,1000,900,3,12.8996
freq,1000,900,4,13.8929
freq,1000,1000,0,1.4070
freq,1000,1000,1,1.4495
freq,1000,1000,2,1.3978
freq,1000,1000,3,1.3481
freq,1000,1000,4,1.4086
