idx,t_rel_s,delta_ms,len,version,payload_prefix
235,15.273801448,11.305685,30,v6,88000000ffffffffffffa8dd9f4dc5b5
236,15.283715245,9.913797,30,v6,88000000ffffffffffffa8dd9f4dc5b5
237,15.295201250,11.486005,30,v6,88000000ffffffffffffa8dd9f4dc5b5
238,15.305066210,9.864960,30,v6,88000000ffffffffffffa8dd9f4dc5b5
239,15.315113497,10.047287,30,v6,88000000ffffffffffffa8dd9f4dc5b5
240,15.326218157,11.104660,30,v6,88000000ffffffffffffa8dd9f4dc5b5
241,15.336524303,10.306146,30,v6,88000000ffffffffffffa8dd9f4dc5b5
242,15.347653745,11.129442,30,v6,88000000ffffffffffffa8dd9f4dc5b5
243,15.359704117,12.050372,30,v6,88000000ffffffffffffa8dd9f4dc5b5
244,15.369884912,10.180795,30,v6,88000000ffffffffffffa8dd9f4dc5b5
245,15.381219529,11.334617,30,v6,88000000ffffffffffffa8dd9f4dc5b5
246,15.391231843,10.012314,30,v6,88000000ffffffffffffa8dd9f4dc5b5
247,15.402336983,11.105140,30,v6,88000000ffffffffffffa8dd9f4dc5b5
248,15.422910906,20.573923,30,v6,88000000ffffffffffffa8dd9f4dc5b5
249,15.433816961,10.906055,30,v6,88000000ffffffffffffa8dd9f4dc5b5
250,15.444141583,10.324622,30,v6,88000000ffffffffffffa8dd9f4dc5b5
251,15.455243955,11.102372,30,v6,88000000ffffffffffffa8dd9f4dc5b5
252,15.467593616,12.349661,30,v6,88000000ffffffffffffa8dd9f4dc5b5
253,15.477560561,9.966945,30,v6,88000000ffffffffffffa8dd9f4dc5b5
254,15.487705376,10.144815,30,v6,88000000ffffffffffffa8dd9f4dc5b5
255,15.498897951,11.192575,30,v6,88000000ffffffffffffa8dd9f4dc5b5
256,15.510324908,11.426957,30,v6,88000000ffffffffffffa8dd9f4dc5b5
257,15.520352369,10.027461,30,v6,88000000ffffffffffffa8dd9f4dc5b5
258,15.531458807,11.106438,30,v6,88000000ffffffffffffa8dd9f4dc5b5
259,15.542722793,11.263986,30,v6,88000000ffffffffffffa8dd9f4dc5b5
260,15.552721340,9.998547,30,v6,88000000ffffffffffffa8dd9f4dc5b5
261,15.562954023,10.232683,30,v6,88000000ffffffffffffa8dd9f4dc5b5
262,15.575180275,12.226252,30,v6,88000000ffffffffffffa8dd9f4dc5b5
263,15.586502044,11.321769,30,v6,88000000ffffffffffffa8dd9f4dc5b5
264,15.596485005,9.982961,30,v6,88000000ffffffffffffa8dd9f4dc5b5
265,15.607821500,11.336495,30,v6,88000000ffffffffffffa8dd9f4dc5b5
266,15.617789621,9.968121,30,v6,88000000ffffffffffffa8dd9f4dc5b5
267,15.628098692,10.309071,30,v6,88000000ffffffffffffa8dd9f4dc5b5
268,15.639340214,11.241522,30,v6,88000000ffffffffffffa8dd9f4dc5b5
269,15.650242312,10.902098,30,v6,88000000ffffffffffffa8dd9f4dc5b5
270,15.660583175,10.340863,30,v6,88000000ffffffffffffa8dd9f4dc5b5
271,15.671705235,11.122060,30,v6,88000000ffffffffffffa8dd9f4dc5b5
272,15.681851634,10.146399,30,v6,88000000ffffffffffffa8dd9f4dc5b5
273,15.693146584,11.294950,30,v6,88000000ffffffffffffa8dd9f4dc5b5
274,15.704427788,11.281204,30,v6,88000000ffffffffffffa8dd9f4dc5b5
275,15.715252837,10.825049,30,v6,88000000ffffffffffffa8dd9f4dc5b5
276,15.725679779,10.426942,30,v6,88000000ffffffffffffa8dd9f4dc5b5
277,15.736773809,11.094030,30,v6,88000000ffffffffffffa8dd9f4dc5b5
278,15.746947290,10.173481,30,v6,88000000ffffffffffffa8dd9f4dc5b5
279,15.758231371,11.284081,30,v6,88000000ffffffffffffa8dd9f4dc5b5
280,15.769507896,11.276525,30,v6,88000000ffffffffffffa8dd9f4dc5b5
281,15.779477608,9.969712,30,v6,88000000ffffffffffffa8dd9f4dc5b5
282,15.790539528,11.061920,30,v6,88000000ffffffffffffa8dd9f4dc5b5
283,15.800643218,10.103690,30,v6,88000000ffffffffffffa8dd9f4dc5b5
284,15.813037467,12.394249,30,v6,88000000ffffffffffffa8dd9f4dc5b5
